index,label,color,shape,chimbeom,beonjim,result
3025,003_018_20,3,1,1,1,0
3026,003_018_21,4,1,2,0,0
3027,003_018_22,3,1,1,1,0
3028,003_018_23,3,1,2,1,0
3029,003_018_24,3,1,1,1,0
3030,003_018_25,3,4,2,1,0
3031,003_018_27,2,1,1,1,0
3032,003_018_3,3,1,3,1,0
3033,003_018_30,3,4,2,1,0
3034,003_018_31,1,1,3,2,0
3035,003_018_32,3,1,2,1,0
3036,003_018_33,3,1,3,2,0
3037,003_018_34,3,4,3,1,0
3038,003_018_35,4,1,2,0,0
3039,003_018_36,3,1,2,1,0
3040,003_018_38,2,1,2,1,0
3041,003_018_39,2,1,2,1,0
3042,003_018_4,3,1,2,1,0
3043,003_018_40,2,1,1,2,0
3044,003_018_41,2,1,1,1,0
3045,003_018_42,2,1,2,1,0
3046,003_018_43,3,1,3,2,0
3047,003_018_44,3,1,3,1,0
3048,003_018_45,3,1,3,1,0
3049,003_018_46,2,1,1,1,0
3050,003_018_47,3,4,1,1,0
3051,003_018_48,3,4,3,1,0
3052,003_018_49,3,2,3,2,0
3053,003_018_5,1,1,2,1,0
3054,003_018_50,3,1,2,1,0
3055,003_018_56,3,4,2,1,0
3056,003_018_57,3,4,2,1,0
3057,003_018_58,3,4,2,1,0
3058,003_018_59,3,1,1,1,0
3059,003_018_6,1,1,3,2,0
3060,003_018_60,3,1,1,1,0
3061,003_018_61,3,4,1,1,0
3062,003_018_64,3,4,2,1,0
3063,003_018_65,3,4,2,1,0
3064,003_018_69,2,1,1,1,0
3065,003_018_7,1,1,2,1,0
3066,003_018_70,2,1,1,1,0
3067,003_018_72,0,5,1,2,0
3068,003_018_73,2,1,1,1,0
3069,003_018_74,1,1,2,1,0
3070,003_018_75,2,1,1,2,0
3071,003_018_76,2,1,1,2,0
3072,003_018_78,2,1,1,2,0
3073,003_018_8,1,1,3,1,0
3074,003_018_80,2,1,1,2,0
3075,003_018_81,2,1,1,2,0
3076,003_018_82,3,1,1,1,0
3077,003_018_85,2,1,1,2,0
3078,003_018_86,0,5,1,2,0
3079,003_018_87,1,1,1,0,0
3080,003_018_89,2,1,1,1,0
3081,003_018_9,3,1,2,1,0
3082,003_018_91,2,1,1,2,0
3083,003_019_1,3,2,2,1,0
3084,003_019_10,1,1,3,2,0
3085,003_019_11,2,1,2,1,0
3086,003_019_12,1,1,3,2,0
3087,003_019_14,2,1,1,2,0
3088,003_019_19,2,1,1,2,0
3089,003_019_20,0,5,1,2,0
3090,003_019_21,2,1,1,2,0
3091,003_019_22,0,5,1,2,0
3092,003_019_27,2,1,1,2,0
3093,003_019_31,2,1,1,2,0
3094,003_019_32,2,1,1,2,0
3095,003_019_33,3,1,2,1,0
3096,003_019_34,2,3,1,2,0
3097,003_019_5,3,1,2,2,0
3098,003_019_6,1,1,3,2,0
3099,003_019_7,1,1,3,2,0
3100,003_019_9,1,1,3,2,0
3101,003_020_1,2,1,3,2,0
3102,003_020_10,2,1,1,2,0
3103,003_020_11,1,1,2,2,0
3104,003_020_12,2,3,1,2,0
3105,003_020_125,2,2,1,1,0
3106,003_020_126,2,1,1,2,0
3107,003_020_127,2,1,1,2,0
3108,003_020_128,2,1,1,2,0
3109,003_020_129,2,1,1,2,0
3110,003_020_13,2,1,1,1,0
3111,003_020_130,2,1,1,2,0
3112,003_020_131,2,1,1,2,0
3113,003_020_132,2,1,1,1,0
3114,003_020_133,2,1,1,1,0
3115,003_020_134,2,1,1,1,0
3116,003_020_135,2,2,1,2,0
3117,003_020_136,2,2,1,1,0
3118,003_020_137,2,1,1,2,0
3119,003_020_138,2,3,1,2,0
3120,003_020_14,2,1,1,2,0
3121,003_020_141,2,1,1,2,0
3122,003_020_18,3,1,3,2,0
3123,003_020_19,2,1,1,1,0
3124,003_020_2,3,2,2,1,0
3125,003_020_21,3,1,3,1,0
3126,003_020_22,2,1,2,2,0
3127,003_020_23,1,1,3,2,0
3128,003_020_24,3,1,2,1,0
3129,003_020_25,1,1,1,1,0
3130,003_020_26,2,1,1,2,0
3131,003_020_27,2,2,1,1,0
3132,003_020_28,2,2,1,1,0
3133,003_020_29,2,1,1,2,0
3134,003_020_30,3,4,2,1,0
3135,003_020_31,3,4,2,1,0
3136,003_020_32,3,4,2,1,0
3137,003_020_33,2,1,3,1,0
3138,003_020_34,2,1,1,2,0
3139,003_020_35,1,1,3,2,0
3140,003_020_36,1,1,3,2,0
3141,003_020_37,3,4,2,1,0
3142,003_020_38,3,4,2,1,0
3143,003_020_39,2,1,1,2,0
3144,003_020_40,2,1,3,2,0
3145,003_020_41,2,1,1,1,0
3146,003_020_42,1,1,2,2,0
3147,003_020_44,3,1,2,2,0
3148,003_020_45,2,1,1,2,0
3149,003_020_48,0,1,1,2,0
3150,003_020_49,2,1,3,2,0
3151,003_020_5,3,1,2,1,0
3152,003_020_50,2,1,1,1,0
3153,003_020_51,2,1,1,2,0
3154,003_020_52,2,1,1,2,0
3155,003_020_54,2,1,1,2,0
3156,003_020_55,2,1,1,2,0
3157,003_020_59,2,1,1,1,0
3158,003_020_6,3,2,2,1,0
3159,003_020_60,2,1,1,1,0
3160,003_020_61,2,1,1,1,0
3161,003_020_62,3,2,2,1,0
3162,003_020_64,2,1,1,1,0
3163,003_020_65,2,1,1,1,0
3164,003_020_66,2,1,1,2,0
3165,003_020_67,2,1,1,2,0
3166,003_020_68,3,4,2,1,0
3167,003_020_7,3,3,1,1,0
3168,003_020_70,2,1,1,1,0
3169,003_020_71,2,1,1,2,0
3170,003_020_72,2,1,1,2,0
3171,003_020_73,2,1,1,2,0
3172,003_020_74,2,1,1,2,0
3173,003_020_77,2,1,1,1,0
3174,003_020_79,0,5,1,2,0
3175,003_020_8,1,3,1,1,0
3176,003_020_80,2,5,1,2,0
3177,003_020_81,2,1,1,2,0
3178,003_020_82,1,3,1,1,0
3179,003_020_83,1,3,1,1,0
3180,003_020_84,1,3,1,1,0
3181,003_020_85,1,3,1,1,0
3182,003_020_88,0,5,1,2,0
3183,003_020_89,2,1,1,2,0
3184,003_020_9,1,1,1,2,0
3185,003_020_90,2,1,1,2,0
3186,003_020_91,2,1,1,2,0
3187,003_020_92,2,1,1,1,0
3188,003_020_93,2,1,1,2,0
3189,003_020_95,2,1,1,2,0
3190,003_020_96,0,5,1,2,0
3191,003_020_97,2,1,1,2,0
3192,003_021_1,3,2,2,1,0
3193,003_021_10,2,1,2,1,0
3194,003_021_11,1,1,3,2,0
3195,003_021_12,3,2,2,1,0
3196,003_021_13,2,1,3,1,0
3197,003_021_14,2,1,3,2,0
3198,003_021_15,2,1,1,2,0
3199,003_021_16,2,1,1,1,0
3200,003_021_17,2,1,1,1,0
3201,003_021_18,1,1,1,2,0
3202,003_021_19,1,1,1,2,0
3203,003_021_2,3,1,3,2,0
3204,003_021_20,3,1,3,1,0
3205,003_021_21,3,2,2,1,0
3206,003_021_22,3,4,3,1,0
3207,003_021_23,3,2,2,1,0
3208,003_021_24,3,2,3,1,0
3209,003_021_25,3,2,3,1,0
3210,003_021_26,3,2,3,1,0
3211,003_021_27,2,1,1,2,0
3212,003_021_28,3,1,3,1,0
3213,003_021_29,3,1,3,1,0
3214,003_021_3,3,3,3,2,0
3215,003_021_30,3,2,3,1,0
3216,003_021_31,3,1,2,1,0
3217,003_021_32,3,2,3,2,0
3218,003_021_33,2,1,1,2,0
3219,003_021_34,1,1,3,2,0
3220,003_021_35,2,1,1,2,0
3221,003_021_36,1,1,3,2,0
3222,003_021_37,1,1,2,2,0
3223,003_021_39,2,1,1,1,0
3224,003_021_4,1,1,2,2,0
3225,003_021_40,1,1,2,2,0
3226,003_021_41,2,1,1,2,0
3227,003_021_43,3,4,2,1,0
3228,003_021_44,1,1,2,2,0
3229,003_021_46,1,1,1,2,0
3230,003_021_49,3,3,2,1,0
3231,003_021_5,3,3,2,1,0
3232,003_021_50,3,3,2,1,0
3233,003_021_51,2,1,1,2,0
3234,003_021_52,2,1,1,2,0
3235,003_021_6,1,1,2,2,0
3236,003_021_63,3,3,2,1,0
3237,003_021_64,2,3,1,1,0
3238,003_021_65,2,1,1,2,0
3239,003_021_66,2,1,1,2,0
3240,003_021_68,1,1,1,2,0
3241,003_021_7,1,1,1,2,0
3242,003_021_78,2,1,1,2,0
3243,003_021_79,1,1,1,2,0
3244,003_021_8,2,3,1,1,0
3245,003_021_80,3,3,2,1,0
3246,003_021_81,2,1,1,2,0
3247,003_021_82,2,1,1,2,0
3248,003_021_9,1,1,3,2,0
3249,003_022_1,3,1,3,1,0
3250,003_022_10,2,1,2,1,0
3251,003_022_11,3,1,2,1,0
3252,003_022_12,1,1,3,2,0
3253,003_022_13,1,1,3,2,0
3254,003_022_14,3,1,3,1,0
3255,003_022_15,2,1,3,2,0
3256,003_022_16,3,2,2,1,0
3257,003_022_17,3,1,3,2,0
3258,003_022_18,1,1,3,2,0
3259,003_022_22,3,1,3,1,0
3260,003_022_23,2,1,1,2,0
3261,003_022_24,3,1,2,1,0
3262,003_022_25,2,1,2,2,0
3263,003_022_26,1,1,3,2,0
3264,003_022_39,3,2,2,1,0
3265,003_022_40,2,1,1,2,0
3266,003_022_42,0,5,1,2,0
3267,003_022_43,2,1,1,2,0
3268,003_022_44,2,1,1,2,0
3269,003_022_45,2,1,1,2,0
3270,003_022_46,2,1,1,2,0
3271,003_022_47,2,1,1,2,0
3272,003_022_48,2,1,1,2,0
3273,003_022_6,3,2,2,1,0
3274,003_022_65,2,1,1,2,0
3275,003_022_66,2,1,1,2,0
3276,003_022_67,3,2,2,1,0
3277,003_022_7,3,2,2,1,0
3278,003_022_8,3,2,2,1,0
3279,003_022_9,3,2,2,1,0
3280,003_023_10,2,3,1,2,0
3281,003_023_11,3,1,2,2,0
3282,003_023_12,2,2,1,2,0
3283,003_023_13,2,1,1,1,0
3284,003_023_14,2,1,1,2,0
3285,003_023_15,2,1,1,2,0
3286,003_023_16,2,1,1,2,0
3287,003_023_17,2,1,1,2,0
3288,003_023_18,2,1,1,2,0
3289,003_023_19,2,1,1,2,0
3290,003_023_2,2,1,1,2,0
3291,003_023_21,2,3,1,2,0
3292,003_023_22,2,1,1,2,0
3293,003_023_25,2,1,1,2,0
3294,003_023_26,2,1,1,2,0
3295,003_023_28,2,1,1,1,0
3296,003_023_29,2,1,1,2,0
3297,003_023_3,2,1,1,2,0
3298,003_023_31,2,1,1,2,0
3299,003_023_4,1,1,1,2,0
3300,003_023_43,2,3,1,2,0
3301,003_023_44,2,3,1,2,0
3302,003_023_45,2,1,1,2,0
3303,003_023_46,2,1,1,2,0
3304,003_023_5,0,1,1,2,0
3305,003_023_6,3,1,2,1,0
3306,003_023_7,3,1,2,2,0
3307,003_023_8,3,1,2,2,0
3308,003_023_9,3,2,2,2,0
3309,003_024_1,3,3,2,1,0
3310,003_024_10,3,1,3,2,0
3311,003_024_100,2,1,1,2,0
3312,003_024_11,3,1,3,2,0
3313,003_024_12,2,1,2,2,0
3314,003_024_13,2,1,1,2,0
3315,003_024_14,1,1,3,2,0
3316,003_024_15,1,1,3,2,0
3317,003_024_16,3,1,3,2,0
3318,003_024_17,3,2,3,1,0
3319,003_024_18,3,2,3,1,0
3320,003_024_19,3,2,3,1,0
3321,003_024_2,1,1,1,2,0
3322,003_024_20,3,2,3,1,0
3323,003_024_21,3,1,3,1,0
3324,003_024_22,1,1,3,2,0
3325,003_024_23,2,1,1,2,0
3326,003_024_24,3,1,2,1,0
3327,003_024_25,3,1,3,1,0
3328,003_024_26,3,2,3,1,0
3329,003_024_28,2,1,1,2,0
3330,003_024_29,2,1,1,2,0
3331,003_024_3,1,1,1,2,0
3332,003_024_30,2,1,1,2,0
3333,003_024_35,1,1,2,2,0
3334,003_024_36,2,1,1,1,0
3335,003_024_47,2,1,1,2,0
3336,003_024_48,2,3,1,2,0
3337,003_024_49,0,5,1,2,0
3338,003_024_5,1,1,1,2,0
3339,003_024_50,0,5,1,2,0
3340,003_024_51,0,5,1,2,0
3341,003_024_53,3,3,1,1,0
3342,003_024_54,3,5,1,1,0
3343,003_024_58,2,1,1,2,0
3344,003_024_59,2,1,1,2,0
3345,003_024_6,3,1,1,2,0
3346,003_024_7,3,3,2,1,0
3347,003_024_8,1,1,1,2,0
3348,003_024_9,3,1,3,1,0
3349,003_024_96,2,1,1,2,0
3350,004_001_15,1,1,2,2,0
3351,004_001_16,1,1,2,2,0
3352,004_001_17,1,1,2,2,0
3353,004_001_18,2,1,1,2,0
3354,004_001_19,2,1,1,2,0
3355,004_001_20,2,1,1,1,0
3356,004_001_25,2,1,1,2,0
3357,004_001_38,2,3,1,2,0
3358,004_001_39,2,1,1,2,0
3359,004_001_41,2,3,1,2,0
3360,004_001_42,2,3,1,1,0
3361,004_001_43,2,1,1,1,0
3362,004_001_44,2,1,1,2,0
3363,004_001_48,2,1,1,2,0
3364,004_001_50,2,1,1,2,0
3365,004_001_51,2,1,1,2,0
3366,004_001_53,2,1,1,1,0
3367,004_001_76,2,1,1,2,0
3368,004_001_78,2,1,1,2,0
3369,004_001_80,2,3,1,2,0
3370,004_001_81,2,3,1,1,0
3371,004_002_13,3,1,2,1,0
3372,004_002_14,1,1,2,2,0
3373,004_002_15,2,1,1,2,0
3374,004_002_16,3,3,1,1,0
3375,004_002_17,1,1,1,2,0
3376,004_002_19,2,1,1,1,0
3377,004_002_20,2,1,1,2,0
3378,004_002_36,2,1,1,2,0
3379,004_002_37,2,1,1,2,0
3380,004_002_38,2,1,1,2,0
3381,004_002_43,0,5,1,2,0
3382,004_002_50,2,1,1,1,0
3383,004_002_51,2,1,1,1,0
3384,004_003_1,1,3,3,2,0
3385,004_003_10,1,1,2,2,0
3386,004_003_106,2,2,1,2,0
3387,004_003_11,1,1,2,1,0
3388,004_003_12,1,2,1,1,0
3389,004_003_120,2,1,1,2,0
3390,004_003_123,2,1,1,2,0
3391,004_003_126,3,1,2,1,0
3392,004_003_127,0,5,1,2,0
3393,004_003_13,3,3,2,1,0
3394,004_003_14,2,1,1,2,0
3395,004_003_15,3,4,1,2,0
3396,004_003_17,1,1,3,1,0
3397,004_003_18,3,4,3,2,0
3398,004_003_19,3,4,2,2,0
3399,004_003_20,3,2,2,2,0
3400,004_003_21,2,1,3,1,0
3401,004_003_22,3,1,3,1,0
3402,004_003_23,3,1,2,1,0
3403,004_003_24,1,1,2,1,0
3404,004_003_27,3,1,2,1,0
3405,004_003_34,3,1,2,2,0
3406,004_003_51,2,1,1,1,0
3407,004_003_8,3,1,2,2,0
3408,004_003_9,3,1,2,2,0
3409,004_004_1,3,1,3,2,0
3410,004_004_10,0,5,1,2,0
3411,004_004_16,3,1,2,1,0
3412,004_004_17,3,1,1,1,0
3413,004_004_18,3,3,1,1,0
3414,004_004_19,1,1,1,2,0
3415,004_004_2,1,1,3,2,0
3416,004_004_20,1,1,3,2,0
3417,004_004_21,3,1,3,1,0
3418,004_004_22,3,1,3,2,0
3419,004_004_23,3,1,3,2,0
3420,004_004_24,3,2,2,1,0
3421,004_004_25,2,1,3,2,0
3422,004_004_26,2,1,1,1,0
3423,004_004_27,2,1,1,2,0
3424,004_004_28,1,1,3,2,0
3425,004_004_29,1,1,3,2,0
3426,004_004_3,3,2,2,1,0
3427,004_004_30,1,1,3,2,0
3428,004_004_31,1,1,3,2,0
3429,004_004_32,1,1,3,2,0
3430,004_004_34,3,2,2,1,0
3431,004_004_35,3,2,2,1,0
3432,004_004_36,2,1,1,1,0
3433,004_004_37,2,1,1,1,0
3434,004_004_39,2,1,1,2,0
3435,004_004_4,3,2,2,1,0
3436,004_004_40,0,5,1,2,0
3437,004_004_45,2,1,1,2,0
3438,004_004_46,3,2,2,1,0
3439,004_004_47,2,1,1,1,0
3440,004_004_48,2,1,1,1,0
3441,004_004_5,3,2,2,1,0
3442,004_004_53,2,1,1,2,0
3443,004_004_58,2,1,1,1,0
3444,004_004_6,0,5,1,2,0
3445,004_004_68,2,1,1,2,0
3446,004_004_70,0,5,1,2,0
3447,004_004_71,0,5,1,2,0
3448,004_004_72,0,5,1,2,0
3449,004_004_8,0,5,1,2,0
3450,004_004_9,0,5,1,2,0
3451,004_005_10,3,1,2,2,0
3452,004_005_11,3,4,2,1,0
3453,004_005_12,3,4,3,2,0
3454,004_005_13,3,1,3,2,0
3455,004_005_14,3,1,3,2,0
3456,004_005_15,2,1,1,2,0
3457,004_005_16,2,1,1,2,0
3458,004_005_17,0,1,1,2,0
3459,004_005_18,1,1,3,2,0
3460,004_005_19,1,1,2,2,0
3461,004_005_2,3,1,2,2,0
3462,004_005_20,1,1,1,2,0
3463,004_005_21,2,1,1,2,0
3464,004_005_28,0,5,1,2,0
3465,004_005_29,2,1,1,2,0
3466,004_005_3,1,1,1,2,0
3467,004_005_32,2,1,1,2,0
3468,004_005_34,2,5,1,2,0
3469,004_005_35,2,1,1,2,0
3470,004_005_36,0,1,1,2,0
3471,004_005_37,2,3,1,2,0
3472,004_005_38,3,1,1,2,0
3473,004_005_39,2,1,1,2,0
3474,004_005_4,1,1,2,2,0
3475,004_005_47,2,1,1,2,0
3476,004_005_48,3,1,2,2,0
3477,004_005_49,2,1,1,2,0
3478,004_005_5,1,1,1,2,0
3479,004_005_7,1,1,1,2,0
3480,004_005_8,2,1,1,2,0
3481,004_005_9,2,1,1,2,0
3482,004_006_1,1,1,3,2,0
3483,004_006_10,3,1,3,2,0
3484,004_006_11,3,2,3,1,0
3485,004_006_12,1,1,3,2,0
3486,004_006_13,1,1,3,2,0
3487,004_006_14,0,1,2,2,0
3488,004_006_17,2,1,1,2,0
3489,004_006_18,3,3,1,1,0
3490,004_006_19,0,5,1,2,0
3491,004_006_2,1,3,3,2,0
3492,004_006_21,2,1,1,2,0
3493,004_006_22,2,2,1,2,0
3494,004_006_23,2,1,1,2,0
3495,004_006_24,0,5,1,2,0
3496,004_006_25,3,3,1,1,0
3497,004_006_27,2,1,1,2,0
3498,004_006_28,2,1,1,2,0
3499,004_006_29,2,1,1,2,0
3500,004_006_34,2,1,1,1,0
3501,004_006_4,1,1,3,2,0
3502,004_006_5,1,1,2,2,0
3503,004_006_51,2,1,1,2,0
3504,004_006_54,2,1,1,2,0
3505,004_006_55,2,1,1,2,0
3506,004_006_56,1,1,2,2,0
3507,004_006_57,1,3,1,0,0
3508,004_006_59,2,1,1,2,0
3509,004_006_6,4,3,1,0,0
3510,004_006_7,4,3,1,0,0
3511,004_006_8,3,4,2,1,0
3512,004_006_9,2,1,3,2,0
3513,004_007_1,2,1,2,2,0
3514,004_007_12,2,1,1,2,0
3515,004_007_16,2,1,1,2,0
3516,004_007_18,2,1,1,2,0
3517,004_007_2,0,1,3,2,0
3518,004_007_4,2,1,3,2,0
3519,004_007_5,3,1,3,2,0
3520,004_007_6,2,1,1,2,0
3521,004_007_60,2,1,1,2,0
3522,004_007_7,1,1,3,2,0
3523,004_007_8,1,1,3,2,0
3524,004_008_1,1,1,2,2,0
3525,004_008_10,2,1,1,2,0
3526,004_008_3,1,1,1,2,0
3527,004_008_4,2,1,1,2,0
3528,004_008_8,2,1,1,2,0
3529,004_009_1,1,1,3,2,0
3530,004_009_10,2,1,1,2,0
3531,004_009_11,2,1,1,1,0
3532,004_009_12,1,1,3,2,0
3533,004_009_13,3,1,3,2,0
3534,004_009_14,1,1,3,2,0
3535,004_009_15,2,1,1,1,0
3536,004_009_16,2,1,1,1,0
3537,004_009_17,2,1,1,1,0
3538,004_009_18,2,1,1,1,0
3539,004_009_19,2,1,1,1,0
3540,004_009_2,2,2,1,2,0
3541,004_009_22,2,1,1,1,0
3542,004_009_23,2,5,1,2,0
3543,004_009_24,2,5,1,2,0
3544,004_009_26,2,5,1,2,0
3545,004_009_27,2,5,1,2,0
3546,004_009_28,2,5,1,2,0
3547,004_009_3,3,4,2,1,0
3548,004_009_31,2,1,1,2,0
3549,004_009_32,2,1,1,2,0
3550,004_009_33,2,1,1,2,0
3551,004_009_34,2,1,1,1,0
3552,004_009_35,2,1,1,2,0
3553,004_009_4,1,1,2,2,0
3554,004_009_6,2,1,3,2,0
3555,004_009_8,3,5,1,2,0
3556,004_009_9,1,1,3,2,0
3557,004_010_1,1,1,3,2,0
3558,004_010_10,2,1,1,2,0
3559,004_010_13,2,5,1,2,0
3560,004_010_14,2,1,1,2,0
3561,004_010_15,2,1,1,2,0
3562,004_010_16,2,1,1,2,0
3563,004_010_17,1,3,1,0,0
3564,004_010_3,1,3,1,2,0
3565,004_010_4,1,1,2,2,0
3566,004_010_49,2,1,1,2,0
3567,004_010_5,2,1,3,1,0
3568,004_010_7,3,1,3,2,0
3569,004_010_8,2,1,2,2,0
3570,004_010_9,2,1,2,2,0
3571,004_011_10,2,1,1,2,0
3572,004_011_19,2,1,1,2,0
3573,004_011_20,2,1,1,2,0
3574,004_011_21,2,1,1,2,0
3575,004_011_3,1,1,1,2,0
3576,004_011_9,2,1,1,2,0
3577,004_012_1,1,1,1,2,0
3578,004_012_10,2,1,1,2,0
3579,004_012_14,2,1,1,2,0
3580,004_012_15,2,1,1,2,0
3581,004_012_2,1,1,2,2,0
3582,004_012_23,2,1,1,1,0
3583,004_012_3,1,1,1,2,0
3584,004_012_53,2,1,1,2,0
3585,004_012_55,2,1,1,2,0
3586,004_012_56,2,1,1,2,0
3587,004_012_57,2,1,1,1,0
3588,004_012_7,2,1,1,2,0
3589,004_012_8,2,1,1,2,0
3590,004_012_9,2,1,1,2,0
3591,004_013_1,2,3,1,1,0
3592,004_013_10,2,3,1,2,0
3593,004_013_100,1,3,1,1,0
3594,004_013_101,1,3,1,1,0
3595,004_013_107,3,1,2,1,0
3596,004_013_109,0,1,1,2,0
3597,004_013_11,2,3,1,1,0
3598,004_013_110,1,3,1,2,0
3599,004_013_111,1,3,1,1,0
3600,004_013_112,2,3,1,1,0
3601,004_013_113,2,1,2,2,0
3602,004_013_114,2,3,1,2,0
3603,004_013_115,2,1,1,2,0
3604,004_013_116,2,1,1,2,0
3605,004_013_117,2,1,1,2,0
3606,004_013_121,2,1,1,2,0
3607,004_013_122,2,1,1,2,0
3608,004_013_124,2,1,1,2,0
3609,004_013_13,2,3,1,2,0
3610,004_013_138,2,3,1,2,0
3611,004_013_14,1,1,2,2,0
3612,004_013_140,2,4,1,2,0
3613,004_013_144,2,1,1,2,0
3614,004_013_145,2,1,1,2,0
3615,004_013_148,0,1,1,2,0
3616,004_013_15,1,1,2,2,0
3617,004_013_16,2,1,1,2,0
3618,004_013_17,2,1,1,2,0
3619,004_013_170,2,1,1,2,0
3620,004_013_172,1,1,2,2,0
3621,004_013_173,1,1,2,2,0
3622,004_013_174,3,1,2,1,0
3623,004_013_175,1,3,1,2,0
3624,004_013_176,1,3,1,1,0
3625,004_013_177,1,3,1,1,0
3626,004_013_178,1,3,1,1,0
3627,004_013_179,1,3,1,1,0
3628,004_013_18,2,3,1,1,0
3629,004_013_180,2,3,1,1,0
3630,004_013_181,2,3,1,1,0
3631,004_013_182,2,3,1,2,0
3632,004_013_183,2,3,1,1,0
3633,004_013_184,2,3,1,2,0
3634,004_013_185,2,3,1,2,0
3635,004_013_186,2,3,1,2,0
3636,004_013_187,2,1,1,2,0
3637,004_013_188,2,1,1,2,0
3638,004_013_189,2,1,1,2,0
3639,004_013_19,2,3,1,2,0
3640,004_013_2,3,1,3,1,0
3641,004_013_20,3,1,2,1,0
3642,004_013_21,3,1,2,2,0
3643,004_013_22,1,3,1,2,0
3644,004_013_23,1,3,1,2,0
3645,004_013_24,2,1,1,1,0
3646,004_013_25,2,1,1,1,0
3647,004_013_26,1,3,1,2,0
3648,004_013_27,3,1,2,2,0
3649,004_013_28,2,1,2,2,0
3650,004_013_29,3,1,3,2,0
3651,004_013_3,2,3,1,2,0
3652,004_013_30,3,1,2,2,0
3653,004_013_31,1,1,2,2,0
3654,004_013_32,1,1,3,2,0
3655,004_013_34,3,1,3,2,0
3656,004_013_35,3,1,2,2,0
3657,004_013_36,1,1,2,2,0
3658,004_013_38,1,1,2,2,0
3659,004_013_39,2,1,2,2,0
3660,004_013_4,3,1,2,1,0
3661,004_013_40,2,3,1,2,0
3662,004_013_41,2,3,1,2,0
3663,004_013_43,2,1,3,1,0
3664,004_013_44,2,1,3,2,0
3665,004_013_45,3,1,2,1,0
3666,004_013_46,3,1,2,1,0
3667,004_013_47,3,1,3,2,0
3668,004_013_48,2,1,1,2,0
3669,004_013_49,3,1,2,1,0
3670,004_013_5,1,1,2,2,0
3671,004_013_50,3,1,1,2,0
3672,004_013_51,3,1,3,2,0
3673,004_013_52,3,1,1,1,0
3674,004_013_53,3,1,3,1,0
3675,004_013_54,3,1,2,1,0
3676,004_013_55,3,3,1,1,0
3677,004_013_56,3,1,2,1,0
3678,004_013_57,3,2,3,1,0
3679,004_013_58,3,2,3,1,0
3680,004_013_59,3,1,2,1,0
3681,004_013_6,1,1,2,2,0
3682,004_013_60,3,1,2,1,0
3683,004_013_62,3,1,3,1,0
3684,004_013_63,1,3,1,2,0
3685,004_013_64,3,1,3,1,0
3686,004_013_65,1,3,1,1,0
3687,004_013_66,1,3,1,1,0
3688,004_013_67,1,3,1,1,0
3689,004_013_68,1,3,1,1,0
3690,004_013_69,3,1,3,1,0
3691,004_013_70,1,1,2,2,0
3692,004_013_74,1,1,2,2,0
3693,004_013_75,1,1,2,2,0
3694,004_013_76,1,1,2,2,0
3695,004_013_8,1,1,2,2,0
3696,004_013_82,2,1,1,2,0
3697,004_013_83,2,1,1,2,0
3698,004_013_84,3,1,2,1,0
3699,004_013_85,1,3,1,1,0
3700,004_013_86,1,3,1,1,0
3701,004_013_87,1,3,1,1,0
3702,004_013_88,1,3,1,1,0
3703,004_013_89,1,3,1,1,0
3704,004_013_9,1,1,2,2,0
3705,004_013_90,1,3,1,1,0
3706,004_013_91,1,3,1,1,0
3707,004_013_92,1,3,1,1,0
3708,004_013_93,1,3,1,1,0
3709,004_013_94,1,3,1,1,0
3710,004_013_95,1,3,1,1,0
3711,004_013_96,1,1,2,2,0
3712,004_013_98,2,1,1,2,0
3713,004_013_99,2,1,1,2,0
3714,004_014_1,3,1,3,1,0
3715,004_014_10,3,1,2,1,0
3716,004_014_13,3,1,2,1,0
3717,004_014_14,3,1,3,1,0
3718,004_014_15,3,1,3,2,0
3719,004_014_16,3,1,3,2,0
3720,004_014_17,1,1,3,2,0
3721,004_014_19,3,1,3,1,0
3722,004_014_2,2,3,1,1,0
3723,004_014_20,1,1,3,2,0
3724,004_014_21,3,1,3,1,0
3725,004_014_22,2,1,3,2,0
3726,004_014_23,2,3,1,1,0
3727,004_014_25,0,5,1,2,0
3728,004_014_3,2,3,1,1,0
3729,004_014_32,2,1,1,2,0
3730,004_014_33,2,1,1,2,0
3731,004_014_34,2,1,1,2,0
3732,004_014_35,2,1,1,2,0
3733,004_014_36,2,1,1,2,0
3734,004_014_4,2,1,1,1,0
3735,004_014_40,2,1,1,2,0
3736,004_014_41,2,1,1,2,0
3737,004_014_42,2,1,1,2,0
3738,004_014_46,2,1,1,2,0
3739,004_014_48,2,1,1,2,0
3740,004_014_5,2,3,1,1,0
3741,004_014_6,1,3,1,1,0
3742,004_014_7,3,1,3,1,0
3743,004_014_8,3,1,2,1,0
3744,004_014_9,3,1,3,2,0
3745,004_015_1,1,1,2,2,0
3746,004_015_10,0,5,1,2,0
3747,004_015_11,2,1,1,2,0
3748,004_015_15,2,1,1,2,0
3749,004_015_16,0,5,2,2,0
3750,004_015_3,3,1,1,2,0
3751,004_015_4,1,1,2,2,0
3752,004_015_7,3,1,1,2,0
3753,004_015_8,2,1,1,2,0
3754,004_016_1,3,1,3,2,0
3755,004_016_10,3,1,1,1,0
3756,004_016_11,1,1,2,2,0
3757,004_016_12,1,2,2,1,0
3758,004_016_13,3,2,2,1,0
3759,004_016_14,3,1,2,1,0
